nama_video,label,jumlah_orang_per_frame,avg_speed,overlap_count
8SWZq5we_fk_0,Fight,"[0, 0, 0, 0, 1, 1, 2, 3, 3, 3, 3, 2, 2, 2, 2, 3]","[0.0, 1.29784095287323, 0.9897837042808533, 1.11305832862854, 1.0384160280227661, 1.094823956489563, 1.2439113855361938, 1.027167797088623, 0.7436330318450928, 0.8480427265167236, 0.7697329521179199, 0.6599456071853638, 0.6632501482963562, 0.7678787708282471, 0.6700824499130249, 0.5865994095802307]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]"
8SWZq5we_fk_1,Fight,"[0, 0, 0, 1, 0, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 1]","[0.0, 0.5725642442703247, 0.4764445424079895, 0.6326859593391418, 0.5401549935340881, 0.5789344906806946, 0.6525322198867798, 0.6168064475059509, 0.4387959837913513, 0.7304660081863403, 0.6007205247879028, 0.6582605242729187, 0.6928756833076477, 0.7836452722549438, 0.7881136536598206, 0.8558738827705383]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
8VqTmuq4HcI_0,Fight,"[1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 0, 0, 1, 0, 0]","[0.0, 0.9077594876289368, 0.8498886227607727, 1.2126904726028442, 1.4044132232666016, 1.0946369171142578, 0.998379647731781, 0.7545452117919922, 0.9964849948883057, 1.2179020643234253, 0.6584867835044861, 0.8311837315559387, 0.4218188524246216, 0.4989171624183655, 0.2942548394203186, 0.32616105675697327]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
91TniI0y_0,Fight,"[5, 7, 6, 9, 10, 5, 9, 7, 7, 8, 8, 10, 8, 8, 7, 7]","[0.0, 0.1351666897535324, 0.13825291395187378, 0.16834093630313873, 0.29059818387031555, 0.8880082368850708, 2.246635675430298, 1.315100908279419, 1.7173787355422974, 1.5428032875061035, 0.750573456287384, 0.579014241695404, 0.7965213060379028, 0.9259502291679382, 0.6935251355171204, 0.9258499145507812]","[0, 0, 0, 0, 2, 0, 2, 0, 0, 1, 0, 1, 1, 4, 3, 4]"
9ErNHIovPDI_0,Fight,"[2, 1, 1, 1, 1, 1, 3, 1, 0, 0, 1, 1, 1, 1, 1, 1]","[0.0, 1.8869259357452393, 2.3688411712646484, 1.409163236618042, 1.902666687965393, 2.8556604385375977, 3.828604221343994, 1.3974742889404297, 1.1548590660095215, 0.27503326535224915, 1.0210574865341187, 1.298262119293213, 1.1113824844360352, 0.774108350276947, 1.1999536752700806, 1.0126755237579346]","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9U8J4abJGDg_0,Fight,"[1, 1, 0, 0, 3, 1, 1, 2, 2, 1, 1, 2, 2, 2, 0, 1]","[0.0, 1.4133776426315308, 1.7185544967651367, 2.0103862285614014, 2.225705623626709, 2.686861991882324, 1.9976046085357666, 3.3638107776641846, 0.9464719891548157, 1.3259292840957642, 1.416580080986023, 1.524993896484375, 0.9387079477310181, 0.8244380950927734, 0.7441823482513428, 0.6881201863288879]","[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
a2qLzOu_n0s_0,Fight,"[6, 4, 4, 4, 4, 3, 2, 2, 1, 1, 1, 3, 2, 2, 1, 3]","[0.0, 2.405658483505249, 1.8970108032226562, 2.395054340362549, 2.219973087310791, 2.3850033283233643, 2.6302192211151123, 1.6615715026855469, 1.9273698329925537, 2.0263431072235107, 1.5650328397750854, 1.7352899312973022, 1.325844407081604, 0.8360042572021484, 1.6394513845443726, 1.912788987159729]","[4, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
a2qLzOu_n0s_1,Fight,"[0, 3, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0.0, 1.4216902256011963, 1.2141988277435303, 0.9739707708358765, 0.8601038455963135, 0.8996672630310059, 0.7468944191932678, 0.8824511766433716, 1.0531585216522217, 0.8933734893798828, 1.132490634918213, 0.5747352838516235, 0.7376936674118042, 0.6067484021186829, 0.8900554180145264, 0.8846527934074402]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a2qLzOu_n0s_2,Fight,"[1, 1, 0, 1, 1, 1, 2, 2, 4, 2, 1, 1, 3, 2, 0, 2]","[0.0, 0.9567340612411499, 1.6947522163391113, 1.5588346719741821, 1.6418706178665161, 1.945992350578308, 1.786324381828308, 2.0675277709960938, 1.8318254947662354, 1.99655020236969, 1.2123442888259888, 1.701704740524292, 1.6678487062454224, 1.5427786111831665, 1.232153058052063, 1.012294054031372]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
a2qLzOu_n0s_3,Fight,"[3, 2, 2, 2, 2, 1, 0, 2, 2, 0, 1, 2, 2, 2, 2, 1]","[0.0, 1.7164064645767212, 1.448296070098877, 2.0231587886810303, 2.053100824356079, 1.78120756149292, 1.7164772748947144, 1.34355890750885, 0.5818531513214111, 0.5597304701805115, 0.48318755626678467, 0.7727178931236267, 1.2268201112747192, 1.2352105379104614, 1.1962517499923706, 1.48481285572052]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a2qLzOu_n0s_4,Fight,"[2, 1, 2, 1, 2, 5, 4, 4, 2, 2, 1, 3, 3, 3, 3, 2]","[0.0, 1.2172012329101562, 1.0358585119247437, 0.746844470500946, 1.9882038831710815, 1.538095474243164, 1.161694884300232, 1.358702301979065, 1.590354561805725, 1.7214661836624146, 1.6026328802108765, 1.547372817993164, 1.743500828742981, 1.1805702447891235, 1.9282262325286865, 1.4270471334457397]","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
a7D2i0HTXGM_0,Fight,"[3, 3, 2, 2, 3, 2, 3, 3, 3, 3, 2, 4, 4, 3, 1, 3]","[0.0, 1.8258323669433594, 3.0357000827789307, 2.0719666481018066, 1.9250823259353638, 3.715376138687134, 3.5170860290527344, 3.43391489982605, 3.0961925983428955, 2.8634493350982666, 2.53330135345459, 2.015897035598755, 4.377694129943848, 2.560938596725464, 2.233128070831299, 2.026700973510742]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2]"
a7D2i0HTXGM_1,Fight,"[3, 2, 3, 4, 5, 3, 5, 3, 4, 2, 4, 2, 3, 2, 2, 3]","[0.0, 3.2604076862335205, 2.186317205429077, 2.9260950088500977, 2.91170597076416, 2.803818941116333, 2.1592459678649902, 2.1779346466064453, 2.078655958175659, 2.440572738647461, 2.5291290283203125, 3.603550672531128, 4.520373821258545, 3.1381027698516846, 4.358609676361084, 4.058311939239502]","[2, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
a7D2i0HTXGM_2,Fight,"[1, 1, 0, 1, 1, 3, 3, 4, 5, 1, 2, 2, 2, 3, 3, 4]","[0.0, 3.0516676902770996, 2.3259334564208984, 1.3392528295516968, 2.8781580924987793, 4.487261772155762, 7.0595927238464355, 4.190720081329346, 2.7392473220825195, 2.6822521686553955, 2.8140625953674316, 3.4291703701019287, 3.0963337421417236, 3.6990573406219482, 5.432470798492432, 1.7562501430511475]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
a7gBQaAFEtw_2,Fight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 1.532931923866272, 0.7139973044395447, 0.3686225116252899, 0.5119476318359375, 0.45918741822242737, 0.38028594851493835, 0.7660168409347534, 2.3185043334960938, 0.7349288463592529, 0.4069417417049408, 0.9070305228233337, 0.25668662786483765, 0.2790837585926056, 0.37022170424461365, 0.19979794323444366]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a7gBQaAFEtw_4,Fight,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.7216505408287048, 0.32585063576698303, 0.42545342445373535, 0.3548501431941986, 0.757082462310791, 0.39163777232170105, 0.7465780377388, 0.3870624005794525, 0.09963737428188324, 0.1702752262353897, 0.16921932995319366, 0.23639898002147675, 0.32041704654693604, 0.17035262286663055, 0.23038600385189056]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
adg5WJ6y_1,Fight,"[4, 5, 4, 6, 7, 8, 7, 7, 8, 11, 10, 9, 8, 8, 9, 13]","[0.0, 0.6686452627182007, 0.544280469417572, 0.4141554832458496, 0.4475017189979553, 0.37649643421173096, 0.3475046157836914, 0.39923804998397827, 0.37614643573760986, 0.29510819911956787, 0.40265047550201416, 0.304653137922287, 0.5377758741378784, 0.9324175119400024, 0.5937773585319519, 0.4898911118507385]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 1, 0, 1, 0, 2]"
aIg9Yb0O7Hg_0,Fight,"[1, 1, 0, 0, 0, 2, 2, 2, 0, 1, 0, 0, 0, 1, 2, 1]","[0.0, 0.5717290639877319, 0.6864476799964905, 0.9221227765083313, 0.4086683690547943, 0.48146775364875793, 0.3427765667438507, 0.38522249460220337, 0.40632864832878113, 0.3986659348011017, 0.4178973138332367, 0.4836045205593109, 0.5407410860061646, 0.5972387790679932, 0.7304737567901611, 0.6635113954544067]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
aIg9Yb0O7Hg_1,Fight,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 2, 2, 3, 1, 1, 2, 3]","[0.0, 0.7298483848571777, 0.750379204750061, 0.5166257619857788, 0.8238219022750854, 0.9153497219085693, 0.9043634533882141, 0.9371683597564697, 0.7856371402740479, 0.7619377374649048, 1.0917325019836426, 0.9363439083099365, 1.1255970001220703, 0.8063217997550964, 1.0676556825637817, 0.9112070202827454]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 1, 2]"
aIg9Yb0O7Hg_2,Fight,"[0, 0, 1, 3, 1, 1, 1, 0, 1, 2, 2, 3, 3, 2, 0, 1]","[0.0, 0.7393341660499573, 0.7611146569252014, 1.155111312866211, 0.8055655360221863, 0.889326810836792, 1.120364785194397, 0.9719037413597107, 1.0920263528823853, 0.7164613008499146, 0.934270441532135, 1.2961963415145874, 1.2851223945617676, 1.4225424528121948, 0.8753514289855957, 0.8901839852333069]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 0]"
aIg9Yb0O7Hg_3,Fight,"[0, 0, 2, 0, 0, 1, 0, 0, 1, 1, 1, 1, 2, 2, 1, 1]","[0.0, 1.1748582124710083, 1.1013919115066528, 0.8897413015365601, 0.9866033792495728, 0.9214949011802673, 0.9210935235023499, 0.7984973192214966, 0.9824414253234863, 1.252363681793213, 1.2579011917114258, 1.177164077758789, 1.374720573425293, 1.3659149408340454, 1.6458401679992676, 1.5555087327957153]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
aIg9Yb0O7Hg_4,Fight,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 0, 1, 2, 2]","[0.0, 0.5070773959159851, 0.5450126528739929, 0.5050866007804871, 0.4153411388397217, 0.4100133180618286, 0.4085031747817993, 0.5088709592819214, 0.6669769287109375, 0.8339566588401794, 0.6541789174079895, 0.8482127785682678, 0.7298963665962219, 0.5690222978591919, 0.9131464958190918, 0.5120855569839478]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
aIg9Yb0O7Hg_5,Fight,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","[0.0, 0.5648561120033264, 0.7854591608047485, 0.7381431460380554, 0.710648775100708, 0.745017945766449, 0.4114741086959839, 0.6411107182502747, 0.49416428804397583, 0.43432119488716125, 0.37080782651901245, 0.33682331442832947, 0.555805504322052, 0.2834639549255371, 0.43747612833976746, 0.6001524925231934]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
aKgSasWRJ2s_0,Fight,"[10, 13, 11, 13, 11, 11, 11, 11, 11, 10, 8, 11, 11, 9, 10, 10]","[0.0, 3.6191279888153076, 5.127531051635742, 4.224120616912842, 5.918264865875244, 3.8637537956237793, 6.198574066162109, 4.567720890045166, 6.333654403686523, 5.461014747619629, 7.504299640655518, 3.742879867553711, 6.255415439605713, 4.862321853637695, 7.266244411468506, 5.627110481262207]","[2, 4, 3, 3, 2, 1, 3, 2, 2, 4, 1, 2, 4, 3, 1, 1]"
aKgSasWRJ2s_1,Fight,"[15, 14, 15, 13, 12, 13, 14, 13, 13, 13, 12, 20, 18, 12, 14, 14]","[0.0, 2.7350516319274902, 4.143189430236816, 3.2247016429901123, 4.654132843017578, 3.1055104732513428, 5.486744403839111, 3.28059458732605, 4.41320276260376, 2.8925914764404297, 4.962621212005615, 3.1113698482513428, 4.869348049163818, 2.852903127670288, 3.3995072841644287, 2.948834180831909]","[4, 2, 0, 2, 0, 1, 4, 3, 3, 0, 0, 2, 2, 1, 3, 2]"
aKgSasWRJ2s_2,Fight,"[15, 15, 19, 16, 17, 13, 12, 14, 14, 14, 14, 15, 13, 14, 14, 17]","[0.0, 1.42485773563385, 4.652830600738525, 2.3068478107452393, 2.8606390953063965, 1.8994479179382324, 2.7609903812408447, 2.334299325942993, 2.764172315597534, 1.700796127319336, 3.453725814819336, 2.754833698272705, 3.436075210571289, 2.5297276973724365, 3.861398458480835, 3.695518970489502]","[1, 3, 7, 0, 3, 1, 1, 0, 3, 2, 1, 0, 2, 5, 5, 5]"
aKgSasWRJ2s_3,Fight,"[18, 17, 15, 16, 18, 21, 18, 15, 16, 15, 17, 16, 14, 14, 14, 18]","[0.0, 4.0712432861328125, 6.108011245727539, 3.7984602451324463, 4.251076698303223, 3.2588624954223633, 4.597132682800293, 3.6163735389709473, 5.90185546875, 3.94223952293396, 5.579559803009033, 3.834836721420288, 4.009420394897461, 3.7673914432525635, 4.445601463317871, 3.3363099098205566]","[0, 5, 3, 4, 5, 8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
aKK0B4kpKZA_0,Fight,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 0]","[0.0, 0.923880934715271, 0.9426351189613342, 0.8577170968055725, 0.699911892414093, 0.6006864309310913, 0.8116823434829712, 0.9403573870658875, 0.6550353169441223, 0.9442769885063171, 1.1051853895187378, 0.9871196150779724, 1.0075011253356934, 0.7015863060951233, 0.5934526324272156, 0.9082350134849548]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
aKK0B4kpKZA_1,Fight,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.49461570382118225, 0.7808430194854736, 0.9954670071601868, 1.3599574565887451, 1.1683690547943115, 1.6351760625839233, 1.8188716173171997, 1.3573966026306152, 1.7765475511550903, 1.5626291036605835, 1.6375887393951416, 1.889846920967102, 1.2259212732315063, 0.7385627627372742, 0.5653659701347351]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
AkTZX27QhjE_1,Fight,"[2, 1, 2, 2, 2, 3, 3, 1, 3, 2, 4, 2, 3, 4, 2, 3]","[0.0, 0.5303293466567993, 4.632853031158447, 4.599265098571777, 3.548279047012329, 4.000206470489502, 2.885704755783081, 5.059971809387207, 4.941723823547363, 5.176200866699219, 6.334449291229248, 5.869937419891357, 6.333896636962891, 4.140308380126953, 6.28308629989624, 3.803342819213867]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]"
AkTZX27QhjE_2,Fight,"[3, 3, 2, 2, 2, 1, 4, 4, 3, 4, 1, 2, 5, 3, 2, 3]","[0.0, 4.9801483154296875, 3.6393470764160156, 3.148902416229248, 5.39166784286499, 4.852797508239746, 6.937371730804443, 4.545787334442139, 7.09436559677124, 7.581358432769775, 0.7834711074829102, 4.904694557189941, 4.385745525360107, 3.310255765914917, 4.183276176452637, 4.9698076248168945]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
AkTZX27QhjE_3,Fight,"[1, 1, 3, 5, 6, 4, 5, 5, 3, 6, 6, 6, 3, 2, 3, 1]","[0.0, 0.12888313829898834, 0.8778353333473206, 2.119445323944092, 3.0221779346466064, 2.677337884902954, 2.86342453956604, 1.8790570497512817, 1.275738000869751, 0.6386083364486694, 1.090381383895874, 0.7849735021591187, 0.7658663392066956, 1.197367787361145, 1.9712687730789185, 1.3890584707260132]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
AkTZX27QhjE_4,Fight,"[0, 0, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1]","[0.0, 0.7504854798316956, 0.6199289560317993, 0.35052290558815, 0.6930690407752991, 0.9636122584342957, 1.296937346458435, 0.7624534964561462, 0.4503318667411804, 0.5737903118133545, 0.7820537686347961, 0.4273672103881836, 0.3621096611022949, 0.4657009541988373, 0.5507678389549255, 0.2953113913536072]","[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
Am9mUxPTvK4_0,Fight,"[2, 3, 3, 2, 1, 1, 1, 1, 3, 2, 2, 3, 2, 2, 3, 1]","[0.0, 0.6490268111228943, 2.6143856048583984, 1.6877540349960327, 1.0973162651062012, 1.0091047286987305, 0.5024027824401855, 1.0853768587112427, 2.1332366466522217, 4.527612209320068, 5.18574333190918, 3.388389825820923, 3.7138638496398926, 3.5193350315093994, 4.223294734954834, 1.387831211090088]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0]"
Am9mUxPTvK4_1,Fight,"[2, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 2, 2, 1, 1, 0]","[0.0, 1.1432667970657349, 0.7504440546035767, 0.7376067638397217, 1.198752999305725, 1.3112608194351196, 2.1791164875030518, 1.5451290607452393, 2.0153861045837402, 1.2366915941238403, 1.1225717067718506, 0.917636513710022, 2.064734697341919, 2.741001844406128, 1.228125810623169, 0.5707564949989319]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
API3q8TBGu4_0,Fight,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.6550052165985107, 0.5989566445350647, 0.44272807240486145, 0.3983329236507416, 0.5354928374290466, 0.6208128929138184, 1.0630998611450195, 1.9746160507202148, 1.6654503345489502, 0.889967679977417, 0.7075105309486389, 0.6751500964164734, 0.49761101603507996, 0.4034188389778137, 0.382475882768631]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ar5ns2zW4lY_0,Fight,"[1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 0]","[0.0, 0.637163519859314, 1.607041835784912, 3.2594363689422607, 2.506237506866455, 2.443932056427002, 2.395218849182129, 2.1903958320617676, 2.9587528705596924, 2.8763318061828613, 2.2271993160247803, 2.77887225151062, 2.4484074115753174, 1.995602011680603, 2.243412494659424, 1.8352372646331787]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0]"
ar5ns2zW4lY_1,Fight,"[1, 1, 2, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 2, 1]","[0.0, 1.1443977355957031, 2.48555850982666, 1.6604647636413574, 1.4548091888427734, 1.2933586835861206, 1.0014070272445679, 0.9843246936798096, 0.617830216884613, 0.8427345156669617, 0.9154701828956604, 0.762555718421936, 0.6867557764053345, 0.8742198944091797, 1.0351972579956055, 0.4722066819667816]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
as4zD6d86q0_0,Fight,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 2, 2, 2]","[0.0, 0.98288494348526, 1.3818385601043701, 0.8861402273178101, 0.45188406109809875, 0.6598625779151917, 0.526341438293457, 0.5820633769035339, 0.6387588381767273, 0.7691934108734131, 1.212166666984558, 1.2903790473937988, 1.6056854724884033, 1.3110134601593018, 0.4192866086959839, 0.31560108065605164]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
as4zD6d86q0_1,Fight,"[1, 0, 1, 2, 3, 3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[0.0, 1.491832971572876, 1.419804334640503, 1.1870882511138916, 1.6033883094787598, 0.7364456653594971, 0.6589284539222717, 0.8277899026870728, 0.7899141311645508, 1.3251173496246338, 1.0667251348495483, 1.2002712488174438, 1.156080961227417, 1.0761406421661377, 1.2273823022842407, 1.1820719242095947]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
as4zD6d86q0_2,Fight,"[4, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1, 2, 4]","[0.0, 1.832361102104187, 2.053255558013916, 1.4012658596038818, 1.5806825160980225, 1.7393407821655273, 1.4916678667068481, 1.6667115688323975, 1.3999154567718506, 1.2005953788757324, 0.836059033870697, 0.6638950705528259, 0.521554708480835, 0.6612560153007507, 0.8524338603019714, 0.9046323895454407]","[2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2]"
asdasda_107,Fight,"[5, 4, 3, 4, 5, 4, 5, 6, 8, 5, 5, 5, 4, 7, 6, 3]","[0.0, 0.8402167558670044, 1.0219660997390747, 0.8597062230110168, 0.6507512331008911, 0.7661417126655579, 0.6313180923461914, 1.3350330591201782, 1.4457063674926758, 2.146071672439575, 3.06264591217041, 2.93080735206604, 2.813716173171997, 2.751835346221924, 3.059410572052002, 3.240661859512329]","[1, 0, 0, 0, 1, 0, 1, 1, 2, 1, 1, 1, 0, 2, 2, 0]"
asdasda_108,Fight,"[4, 4, 5, 5, 4, 4, 5, 6, 4, 3, 4, 4, 2, 3, 3, 2]","[0.0, 2.6413533687591553, 2.7856531143188477, 2.8815715312957764, 3.207782506942749, 3.4495322704315186, 3.613656759262085, 3.197666883468628, 4.29590368270874, 4.0571064949035645, 3.7164220809936523, 3.4957902431488037, 2.1149544715881348, 3.0734918117523193, 4.337948322296143, 3.344627857208252]","[0, 0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1]"
asdasda_109,Fight,"[3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 4, 6, 4, 6, 3, 4]","[0.0, 1.5626755952835083, 1.7641043663024902, 2.263125419616699, 2.143742799758911, 2.4149465560913086, 3.9544119834899902, 3.7745957374572754, 2.9056789875030518, 3.042389154434204, 3.509122133255005, 2.927764654159546, 3.078209400177002, 4.346368789672852, 4.76566743850708, 4.770927429199219]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 2, 0, 0, 1]"
asdasda_110,Fight,"[4, 2, 4, 2, 2, 3, 4, 2, 2, 2, 5, 2, 1, 0, 1, 3]","[0.0, 5.093889236450195, 3.8826560974121094, 3.87284779548645, 3.9235434532165527, 3.5612218379974365, 4.249011039733887, 4.637275695800781, 5.259526252746582, 4.401003360748291, 5.529502868652344, 5.052977561950684, 5.615455150604248, 4.625837802886963, 3.1752748489379883, 2.6496293544769287]","[1, 0, 1, 0, 0, 2, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0]"
asdasda_111,Fight,"[2, 2, 1, 2, 1, 2, 2, 1, 1, 3, 2, 2, 3, 2, 2, 3]","[0.0, 2.283243179321289, 2.8151462078094482, 2.699206829071045, 3.31388783454895, 3.106990337371826, 3.6139936447143555, 3.4788999557495117, 4.0470123291015625, 3.9270288944244385, 3.3868095874786377, 3.2648510932922363, 3.914461851119995, 3.0018343925476074, 2.2911770343780518, 1.9390572309494019]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
asdasda_112,Fight,"[1, 1, 2, 3, 2, 2, 2, 2, 2, 1, 0, 3, 3, 5, 4, 4]","[0.0, 1.6143356561660767, 1.9452306032180786, 2.140300750732422, 2.0898468494415283, 2.7572569847106934, 3.166938304901123, 3.2368502616882324, 3.3771378993988037, 3.7531251907348633, 3.8935186862945557, 4.946175575256348, 4.807825565338135, 4.7855095863342285, 4.560496807098389, 3.2690489292144775]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 1, 0]"
asdasda_113,Fight,"[3, 8, 7, 4, 3, 5, 6, 6, 5, 8, 5, 6, 3, 3, 3, 1]","[0.0, 3.934749126434326, 3.6676998138427734, 3.964193344116211, 3.5393614768981934, 4.034521579742432, 4.235134124755859, 4.863714694976807, 4.992346286773682, 4.535312175750732, 5.2910356521606445, 5.358705043792725, 3.9094295501708984, 3.4810867309570312, 3.453900098800659, 2.725322723388672]","[0, 1, 1, 1, 0, 0, 1, 2, 0, 6, 1, 1, 0, 0, 0, 0]"
AsGAgf8U2rk_0,Fight,"[3, 3, 2, 6, 5, 4, 5, 5, 3, 2, 2, 3, 3, 1, 3, 2]","[0.0, 0.5768062472343445, 0.8525766730308533, 1.975185751914978, 5.61398458480835, 6.123904228210449, 5.967833995819092, 4.877490043640137, 2.4449586868286133, 1.6399495601654053, 1.772809386253357, 3.001929998397827, 3.249633312225342, 2.3332326412200928, 2.0553183555603027, 1.5088154077529907]","[0, 0, 0, 3, 2, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]"
b6XfVAZC9Zs_0,Fight,"[2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 2]","[0.0, 0.32420283555984497, 0.36015084385871887, 0.19211411476135254, 0.6607936024665833, 0.7199621796607971, 1.2927302122116089, 0.643042802810669, 0.7377723455429077, 0.9320274591445923, 1.3108458518981934, 0.9630765318870544, 0.9212759137153625, 0.8556457757949829, 0.46209102869033813, 0.6744721531867981]","[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
b6XfVAZC9Zs_1,Fight,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 3, 2]","[0.0, 0.8527712225914001, 0.6881701946258545, 0.6552223563194275, 0.6033562421798706, 0.5288289785385132, 0.566464364528656, 0.9218050241470337, 0.8866527676582336, 0.6828486919403076, 0.5032334327697754, 0.522891640663147, 0.6055293083190918, 0.7088750004768372, 0.7538662552833557, 0.6189504265785217]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
b6XfVAZC9Zs_2,Fight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1]","[0.0, 0.5694738030433655, 0.49624091386795044, 0.3538357615470886, 0.6884554624557495, 0.6214603185653687, 0.4513704776763916, 1.2413513660430908, 0.7283443808555603, 0.5631276369094849, 0.4761021137237549, 0.6210017204284668, 0.6214005947113037, 0.8994808197021484, 0.539858341217041, 0.6512017250061035]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]"
